Название;Артист;Продолжительность(мс);Наличие мата;Дата релиза;Жанр;Количество треков у артиста;Количество лайков артиста;Количество лайков альбома;ID трека;ID артиста;Язык
The Ghosts Of Saturday Night;Tom Waits;196800;False;2014-10-06T00:00:00+04:00;pop;290;289932;176;138047;3853;en
Shiver Me Timbers;Tom Waits;228240;False;2004-12-21T00:00:00+03:00;blues;290;289932;231;138049;3853;en
Semi Suite;Tom Waits;165610;False;;blues;290;289932;36;138050;3853;en
Drunk On The Moon;Tom Waits;202320;False;;blues;290;289932;36;138051;3853;en
Miss Black America;Curtis Mayfield;178530;False;1970-09-01T00:00:00+03:00;rnb;223;3335;324;138053;699;en
Wild and Free;Curtis Mayfield;196440;False;1970-09-01T00:00:00+03:00;rnb;223;3335;324;138054;699;en
(Don't Worry) If There's a Hell Below We're All Going to Go;Curtis Mayfield;258330;False;1970-09-01T00:00:00+03:00;rnb;223;3335;324;138055;699;en
Power to the People;Curtis Mayfield;167220;False;1970-09-01T00:00:00+03:00;rnb;223;3335;324;138056;699;en
The Makings of You;Curtis Mayfield;223860;False;2016-04-15T00:00:00+03:00;rnb;223;3335;159;138057;699;en
Give It Up;Curtis Mayfield;229330;False;2016-04-15T00:00:00+03:00;rnb;223;3335;159;138058;699;en
The Makings of You;Curtis Mayfield;275170;False;1970-09-01T00:00:00+03:00;rnb;223;3335;324;138060;699;en
Underground;Curtis Mayfield;191770;False;1970-09-01T00:00:00+03:00;rnb;223;3335;324;138061;699;en
Miss Black America;Curtis Mayfield;142960;False;1970-09-01T00:00:00+03:00;rnb;223;3335;324;138063;699;en
[Don't Worry] If There Is A Hell Below, We're All Going To Go;Curtis Mayfield;206760;False;2016-04-15T00:00:00+03:00;rnb;223;3335;159;138064;699;en
Ghetto Child;Curtis Mayfield;310290;False;1970-09-01T00:00:00+03:00;rnb;223;3335;324;138065;699;en
The Other Side of Town;Curtis Mayfield;241860;False;1970-09-01T00:00:00+03:00;rnb;223;3335;324;138066;699;en
We the People Who Are Darker Than Blue;Curtis Mayfield;524600;False;2000-08-15T00:00:00+04:00;rnb;223;3335;45;138067;699;en
Stare and Stare;Curtis Mayfield;372640;False;2000-08-15T00:00:00+04:00;rnb;223;3335;45;138069;699;en
Superfly;Curtis Mayfield;236640;False;2016-04-15T00:00:00+03:00;rnb;223;3335;159;138071;699;en
We've Only Just Begun;Curtis Mayfield;224100;False;2000-08-15T00:00:00+04:00;rnb;223;3335;45;138072;699;en
Gypsy Woman;Curtis Mayfield;228020;False;2000-08-15T00:00:00+04:00;rnb;223;3335;45;138073;699;nl
We're a Winner;Curtis Mayfield;287090;False;2000-08-15T00:00:00+04:00;rnb;223;3335;45;138075;699;en
People Get Ready;Curtis Mayfield;227020;False;2000-08-15T00:00:00+04:00;rnb;223;3335;45;138077;699;en
(Don't Worry) If There's a Hell Below We're All Going to Go;Curtis Mayfield;567090;False;2000-08-15T00:00:00+04:00;rnb;223;3335;45;138078;699;en
Stone Junkie;Curtis Mayfield;485200;False;2000-08-15T00:00:00+04:00;rnb;223;3335;45;138079;699;en
Check out Your Mind;Curtis Mayfield;233130;False;2000-08-15T00:00:00+04:00;rnb;223;3335;45;138081;699;en
The Makings of You;Curtis Mayfield;208240;False;2000-08-15T00:00:00+04:00;rnb;223;3335;45;138083;699;en
America Snoring;Grant Lee Buffalo;219930;False;1993-02-23T00:00:00+03:00;alternative;64;233;78;138085;50920;en
Soft Wolf Tread;Grant Lee Buffalo;172490;False;1993-02-23T00:00:00+03:00;alternative;64;233;78;138086;50920;en
Jupiter And Teardrop;Grant Lee Buffalo;356930;False;2001-10-23T00:00:00+04:00;rock;64;233;33;138087;50920;en
You Just Have To Be Crazy;Grant Lee Buffalo;216960;False;1993-02-23T00:00:00+03:00;alternative;64;233;78;138088;50920;en
The Hook;Grant Lee Buffalo;253770;False;1993-02-23T00:00:00+03:00;alternative;64;233;78;138089;50920;en
Stars N' Stripes;Grant Lee Buffalo;281530;False;2001-10-23T00:00:00+04:00;rock;64;233;33;138090;50920;en
Dixie Drug Store;Grant Lee Buffalo;308000;False;1993-02-23T00:00:00+03:00;alternative;64;233;78;138091;50920;en
Wish You Well;Grant Lee Buffalo;210490;False;1993-02-23T00:00:00+03:00;alternative;64;233;78;138092;50920;en
Fuzzy;Grant Lee Buffalo;292570;False;2001-10-23T00:00:00+04:00;rock;64;233;33;138093;50920;en
The Shining Hour;Grant Lee Buffalo;232620;False;2001-10-23T00:00:00+04:00;rock;64;233;33;138094;50920;en
Grace;Grant Lee Buffalo;375040;False;1993-02-23T00:00:00+03:00;alternative;64;233;78;138095;50920;en
Too Much Sugar;Brian Wilson;158370;False;2005-03-15T00:00:00+03:00;pop;220;246;29;138097;640;en
Meet Me in My Dreams Tonight;Brian Wilson;186500;False;2005-03-15T00:00:00+03:00;pop;220;246;29;138099;640;en
Melt Away;Brian Wilson;181040;False;2005-03-15T00:00:00+03:00;pop;220;246;29;138100;640;en
Love and Mercy;Brian Wilson;174400;False;2005-03-15T00:00:00+03:00;pop;220;246;29;138101;640;en
Rio Grande;Brian Wilson;495620;False;2005-03-15T00:00:00+03:00;pop;220;246;29;138102;640;en
There's so Many;Brian Wilson;113620;False;2005-03-15T00:00:00+03:00;pop;220;246;29;138104;640;en
Night Time;Brian Wilson;218730;False;2005-03-15T00:00:00+03:00;pop;220;246;29;138105;640;en
Night Bloomin' Jasmine;Brian Wilson;140300;False;2005-03-15T00:00:00+03:00;pop;220;246;29;138107;640;en
Walkin' the Line;Brian Wilson;159820;False;2005-03-15T00:00:00+03:00;pop;220;246;29;138108;640;en
He Couldn't Get His Poor Old Body to Move;Brian Wilson;156860;False;2005-03-15T00:00:00+03:00;pop;220;246;29;138109;640;en
Melt Away;Brian Wilson;123370;False;2005-03-15T00:00:00+03:00;pop;220;246;29;138110;640;en
Let's Go to Heaven in My Car;Brian Wilson;220090;False;2005-03-15T00:00:00+03:00;pop;220;246;29;138112;640;en
"Brian on ""Rio Grande""";Brian Wilson;80060;False;2005-03-15T00:00:00+03:00;pop;220;246;29;138113;640;en
Being with the One You Love;Brian Wilson;156060;False;2005-03-15T00:00:00+03:00;pop;220;246;29;138114;640;en
Let It Shine;Brian Wilson;238130;False;2005-03-15T00:00:00+03:00;pop;220;246;29;138115;640;en
There's so Many;Brian Wilson;167420;False;2005-03-15T00:00:00+03:00;pop;220;246;29;138116;640;en
Baby Let Your Hair Grow Long;Brian Wilson;197660;False;2005-03-15T00:00:00+03:00;pop;220;246;29;138118;640;en
Little Children;Brian Wilson;110360;False;2005-03-15T00:00:00+03:00;pop;220;246;29;138120;640;en
Sing Tee Chan Pen;Ebola;299010;False;2008-01-18T00:00:00+03:00;rock;120;23;;138135;50926;th
Sang Sawang;Ebola;196980;False;2008-01-18T00:00:00+03:00;rock;120;23;;138136;50926;th
Survivor;Ebola;212500;False;2008-01-18T00:00:00+03:00;rock;120;23;;138138;50926;th
Glub Soo Jud Rerm Ton;Ebola;238400;False;2006-02-28T00:00:00+03:00;rock;120;23;;138140;50926;th
Get Out;Ebola;216000;False;2006-02-28T00:00:00+03:00;rock;120;23;;138141;50926;th
Glub Soo Jud Rerm Ton;Ebola;243260;False;2008-01-18T00:00:00+03:00;rock;120;23;;138146;50926;th
Chue Munt;Ebola;260500;False;2006-02-28T00:00:00+03:00;rock;120;23;;138147;50926;th
Caipirinha;Daniel;209300;False;2006-07-14T00:00:00+04:00;pop;159;3;1;138149;3446554;pt
Amor absoluto;Daniel;211720;False;2012-04-23T00:00:00+04:00;pop;1056;48;1;138150;15374;pt
Quebradeira;Daniel;183220;False;2006-07-14T00:00:00+04:00;pop;159;3;1;138151;3446554;pt
Que qui tem, que qui tem;Daniel;225100;False;2006-07-14T00:00:00+04:00;pop;159;3;1;138152;3446554;pt
Quem diria, hein...?;Daniel;179500;False;2006-07-14T00:00:00+04:00;pop;159;3;1;138153;3446554;pt
A primeira letra;Daniel;205320;False;2006-07-14T00:00:00+04:00;pop;159;3;1;138154;3446554;pt
Descarados, sem juízo;Daniel;194960;False;2006-07-14T00:00:00+04:00;pop;159;3;1;138155;3446554;pt
Tem alguém no seu lugar;Daniel;204000;False;2006-07-14T00:00:00+04:00;pop;159;3;1;138156;3446554;pt
Quando acaba uma paixão;Daniel;208640;False;2006-07-14T00:00:00+04:00;pop;159;3;1;138157;3446554;pt
Melhor pingar que secar;Daniel;188980;False;2006-07-14T00:00:00+04:00;pop;159;3;1;138158;3446554;pt
Pago pra ver;Daniel;161820;False;2006-07-14T00:00:00+04:00;pop;159;3;1;138159;3446554;pt
Esperando neném;Daniel;238050;False;2006-07-14T00:00:00+04:00;pop;159;3;1;138160;3446554;pt
Homem maduro;Daniel;229340;False;2006-07-14T00:00:00+04:00;pop;159;3;1;138162;3446554;pt
Sydney Song;Eskimo Joe;222170;False;2006-07-15T00:00:00+04:00;rock;85;99;7;138164;50949;en
Election;Eskimo Joe;166120;False;2006-07-15T00:00:00+04:00;rock;85;99;7;138165;50949;en
Who Sold Her Out;Eskimo Joe;190820;False;2006-07-15T00:00:00+04:00;rock;85;99;7;138166;50949;en
Driver;Eskimo Joe;184400;False;2006-07-15T00:00:00+04:00;rock;85;99;7;138167;50949;en
Love List;Eskimo Joe;189370;False;2006-07-15T00:00:00+04:00;rock;85;99;7;138168;50949;en
Slow Down;Eskimo Joe;97560;False;2006-07-15T00:00:00+04:00;rock;85;99;7;138169;50949;en
Take A Rest;Eskimo Joe;205040;False;2006-07-15T00:00:00+04:00;rock;85;99;7;138170;50949;en
Wake Up;Eskimo Joe;209700;False;2006-07-15T00:00:00+04:00;rock;85;99;7;138171;50949;en
Head Hurts;Eskimo Joe;183820;False;2006-07-15T00:00:00+04:00;rock;85;99;7;138172;50949;en
Planet Earth;Eskimo Joe;200360;False;2006-07-15T00:00:00+04:00;rock;85;99;7;138173;50949;en
Liar;Eskimo Joe;206810;False;2006-07-15T00:00:00+04:00;rock;85;99;7;138174;50949;en
Just Like Me;Eskimo Joe;198130;False;2006-07-15T00:00:00+04:00;rock;85;99;7;138175;50949;en
Natsu Hazama;Akina Nakamori;286880;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138176;50953;ja
100do Vacance;Akina Nakamori;264980;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138177;50953;ja
Yume Wo Misasete...;Akina Nakamori;273340;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138178;50953;ja
Mabushii Futari De;Akina Nakamori;300930;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138179;50953;ja
Barerina;Akina Nakamori;305180;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138180;50953;ja
Melancholy Fest;Akina Nakamori;210990;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138181;50953;ja
Shutout;Akina Nakamori;242020;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138182;50953;ja
Kita Wing;Akina Nakamori;279170;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138183;50953;ja
Easy;Akina Nakamori;247010;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138184;50953;ja
Asairamu;Akina Nakamori;243460;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138185;50953;ja
Sukoshi Dake Scandal;Akina Nakamori;220090;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138186;50953;ja
Kansyokikou;Akina Nakamori;251730;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138187;50953;ja
Venus Tanjo;Akina Nakamori;289050;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138188;50953;ja
Renaissance: Yasashisa De Kaete;Akina Nakamori;207420;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138189;50953;ja
Kakugo No Aki;Akina Nakamori;231770;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138190;50953;ja
Sayonara Ne;Akina Nakamori;266330;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138191;50953;ja
Wakuraba Iro No Kaze (Love Song);Akina Nakamori;287560;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138192;50953;ja
Mon Amor: Glass Ni Hanbun No Tasogare;Akina Nakamori;251840;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138193;50953;ja
Toki Niwa Unnui;Akina Nakamori;187080;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138194;50953;ja
Stripe;Akina Nakamori;277760;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138195;50953;ja
Jukkai (1984);Akina Nakamori;215600;False;1994-11-30T00:00:00+03:00;japanesepop;374;269;4;138196;50953;ja
Ri Fu Re I N;Akina Nakamori;297770;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138197;50953;ja
Aki Wa Pastel Touch;Akina Nakamori;248110;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138198;50953;ja
Aishu No Midnight;Akina Nakamori;249880;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138199;50953;ja
Southern Wind;Akina Nakamori;232040;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138200;50953;ja
Blue Misty Rain;Akina Nakamori;222890;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138201;50953;ja
Shiroi Labyrinth;Akina Nakamori;256490;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138202;50953;ja
October Storm -Jugatsu no arashi-;Akina Nakamori;213860;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138203;50953;ja
Horaizon;Akina Nakamori;260310;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138204;50953;ja
Dramatic Airport: Kita Wing Part II;Akina Nakamori;251700;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138205;50953;ja
Pa´ mi guerrera;Huecco;254000;False;2006-03-14T00:00:00+03:00;pop;75;184;1;138206;50990;es
Pa´ mi guerrera;Huecco;260770;False;2006-03-14T00:00:00+03:00;pop;75;184;34;138209;50990;es
Pa´ mi guerrera;Huecco;217490;False;2006-03-14T00:00:00+03:00;pop;75;184;1;138210;50990;es
Kuukaudet;Tapiolan Kuorolaiset;143420;False;2007-08-22T00:00:00+04:00;children;42;0;2;138212;51001;fi
Ihme ja kumma;Eeva-Leena Sariola;204040;False;2007-12-10T00:00:00+03:00;pop;64;0;;138215;51026;fi
Joko ruvennen runolle;Tapiolan Kuorolaiset;60000;False;2005-05-17T00:00:00+04:00;children;42;0;4;138230;51001;fi
Lenni lokinpoikanen;Ella ja Aleksi;175080;False;2004-11-18T00:00:00+03:00;children;54;1;1;138232;51030;fi
Lurpin larpin luppakorva;Riina;43130;False;2013-06-14T00:00:00+04:00;pop;24;20;4;138242;51059;fi
Mörkö se lähti piiriin;Mörkö;194930;False;1998-10-05T00:00:00+04:00;pop;22;1;;138254;51079;fi
Helsinkiin;Eeva-Leena Sariola;128330;False;2011-12-05T00:00:00+04:00;pop;64;0;;138260;51026;en
Vastustamaton;Mamba;143580;False;2013-06-14T00:00:00+04:00;pop;317;33;;138289;46766;fi
Vielä on kesää jäljellä;Mamba;196670;False;2002-08-19T00:00:00+04:00;pop;317;33;1;138290;46766;fi
Pyyhi kyyneleet;Mamba;182760;False;1994-08-08T00:00:00+04:00;pop;317;33;1;138291;46766;fi
Lauantai-ilta;Mamba;196140;False;2011-05-09T00:00:00+04:00;pop;317;33;1;138292;46766;fi
Se on kätkettynä kaikkeen;Mamba;209520;False;2013-06-14T00:00:00+04:00;pop;317;33;;138293;46766;fi
Sä onneni oot;Mamba;195340;False;2013-06-14T00:00:00+04:00;pop;317;33;;138294;46766;fi
Sydänsuruja;Mamba;214320;False;1994-08-08T00:00:00+04:00;pop;317;33;1;138295;46766;fi
Naisista ei ikinä tiedä;Mamba;177360;False;2013-06-14T00:00:00+04:00;pop;317;33;;138297;46766;fi
Mitä yhdestä särkyneestä sydämestä;Mamba;182290;False;1994-08-08T00:00:00+04:00;pop;317;33;;138298;46766;fi
Älä jätä minua;Mamba;201130;False;2011-05-09T00:00:00+04:00;pop;317;33;1;138299;46766;fi
Me pantiin puoliksi kaikki;Mamba;191700;False;2013-06-14T00:00:00+04:00;pop;317;33;;138300;46766;fi
Valokuvia;Mamba;256250;False;1994-08-08T00:00:00+04:00;pop;317;33;1;138301;46766;fi
Meille vai teille;Mamba;241320;False;2013-06-14T00:00:00+04:00;pop;317;33;;138304;46766;fi
Sä oot historiaa;Mamba;167490;False;2013-06-14T00:00:00+04:00;pop;317;33;;138305;46766;fi
Kaikkein kaunein maa;Laura Voutilainen;250660;False;1994-01-07T00:00:00+03:00;pop;182;87;3;138306;51104;fi
Sen kesän muistan;Laura Voutilainen;241160;False;2010-09-23T00:00:00+04:00;pop;182;87;10;138307;51104;fi
Kyynelvirta;Laura Voutilainen;240350;False;2010-09-23T00:00:00+04:00;pop;182;87;10;138308;51104;fi
Kerran;Laura Voutilainen;236650;False;2010-09-23T00:00:00+04:00;pop;182;87;10;138309;51104;fi
Lupaa siihen en saa;Laura Voutilainen;226550;False;2006-07-26T00:00:00+04:00;pop;182;87;1;138310;51104;fi
Muuttanut oot maailmain;Laura Voutilainen;214780;False;2010-09-23T00:00:00+04:00;pop;182;87;10;138311;51104;fi
Bailaamaan;Laura Voutilainen;221990;False;1994-01-07T00:00:00+03:00;pop;182;87;3;138312;51104;fi
Tein eilen sen;Laura Voutilainen;230560;False;1994-01-07T00:00:00+03:00;pop;182;87;3;138313;51104;fi
Yksi ainoa suudelma;Laura Voutilainen;224330;False;1994-01-07T00:00:00+03:00;pop;182;87;3;138314;51104;fi
Musta yö;Laura Voutilainen;298170;False;1994-01-07T00:00:00+03:00;pop;182;87;3;138315;51104;fi
Sydäntuhkaa;Laura Voutilainen;251130;False;2010-09-23T00:00:00+04:00;pop;182;87;10;138316;51104;fi
Yöt päivää kauniimmat;Laura Voutilainen;277530;False;1994-01-07T00:00:00+03:00;pop;182;87;3;138317;51104;fi
Smiley Faces;Gnarls Barkley;180120;False;2006-07-17T00:00:00+04:00;pop;28;8892;53;138318;29512;en
Smiley Faces;Gnarls Barkley;211250;False;2006-07-17T00:00:00+04:00;pop;28;8892;53;138319;29512;en
Caravan;Andreas Johnson;214540;False;2005-11-03T00:00:00+03:00;pop;103;769;2;138321;51115;en
Happy Hour;Luciano Ligabue;250230;False;2009-04-10T00:00:00+04:00;rock;216;424;19;138323;51119;it
Chori Chori;Aneela;171450;False;2006-01-01T00:00:00+03:00;pop;15;402;53;138326;51120;id
Sano;Laura Voutilainen;216810;False;2010-09-23T00:00:00+04:00;pop;182;87;10;138332;51104;fi
Addicted to You;Laura Voutilainen;185540;False;2010-09-23T00:00:00+04:00;pop;182;87;10;138333;51104;en
Niin kuin meren hiekkaa;Laura Voutilainen;207800;False;2010-09-23T00:00:00+04:00;pop;182;87;10;138334;51104;fi
Kirjoitan runoja;Laura Voutilainen;225820;False;2006-07-26T00:00:00+04:00;pop;182;87;1;138335;51104;fi
En mielestäin sua saa;Laura Voutilainen;213900;False;2010-09-23T00:00:00+04:00;pop;182;87;10;138336;51104;fi
Etelän yössä;Laura Voutilainen;216930;False;2010-09-23T00:00:00+04:00;pop;182;87;10;138337;51104;fi
Ave Maria;Laura Voutilainen;274390;False;2006-07-26T00:00:00+04:00;pop;182;87;1;138338;51104;ca
Hotelli rannalla;Laura Voutilainen;209290;False;2010-09-23T00:00:00+04:00;pop;182;87;10;138339;51104;fi
Katala kaipuu;Laura Voutilainen;251100;False;2001-10-01T00:00:00+04:00;pop;182;87;;138340;51104;fi
Päiväkirja;Laura Voutilainen;217020;False;2010-09-23T00:00:00+04:00;pop;182;87;10;138341;51104;fi
Ensivaikutelmaa;Laura Voutilainen;193300;False;2006-07-26T00:00:00+04:00;pop;182;87;1;138342;51104;fi
Sinuun painaudun;Laura Voutilainen;202830;False;2006-07-26T00:00:00+04:00;pop;182;87;1;138343;51104;fi
Prinsessa;Laura Voutilainen;288460;False;2010-09-23T00:00:00+04:00;pop;182;87;10;138344;51104;fi
Kone kuumenee;Laura Voutilainen;189210;False;2006-07-26T00:00:00+04:00;pop;182;87;1;138345;51104;fi
Vuoksi sun;Laura Voutilainen;221820;False;2010-09-23T00:00:00+04:00;pop;182;87;10;138347;51104;fi
Puolet sun auringosta;Laura Voutilainen;191770;False;2010-09-23T00:00:00+04:00;pop;182;87;10;138348;51104;fi
Helminauhapoika;Laura Voutilainen;221020;False;2006-07-26T00:00:00+04:00;pop;182;87;1;138349;51104;fi
Mikä voi olla sen mukavampaa;Laura Voutilainen;186270;False;2006-07-26T00:00:00+04:00;pop;182;87;1;138350;51104;fi
Pyrstötähti;Laura Voutilainen;229940;False;2001-10-01T00:00:00+04:00;pop;182;87;;138351;51104;fi
Kesäsade;Laura Voutilainen;229830;False;2010-09-23T00:00:00+04:00;pop;182;87;10;138352;51104;fi
Kaksi karttaa;Laura Voutilainen;270780;False;2010-09-23T00:00:00+04:00;pop;182;87;10;138355;51104;fi
Ennen sua;Laura Voutilainen;186340;False;2010-09-23T00:00:00+04:00;pop;182;87;10;138356;51104;fi
Kuule minun ääneni;Johanna Kurkela;231350;False;2012-02-14T00:00:00+04:00;pop;121;244;;138374;51155;fi
Laula ihmisille;Marzi Nyman;317700;False;2012-02-14T00:00:00+04:00;pop;54;2;;138378;51159;fi
Tiellä ken vaeltaa;Jani Wickholm;270380;False;2006-08-02T00:00:00+04:00;pop;24;3;1;138379;51162;fi
Siipeni murtuneet;Irina;230900;False;2012-02-14T00:00:00+04:00;pop;209;37;;138381;51166;fi
Martin Luther Kingin laulu;Jenni Vartiainen;282370;False;2012-02-14T00:00:00+04:00;pop;68;398;;138382;51168;fi
Iltalaulu (Varjot kasvavat);Antti Tuisku;219650;False;2012-02-14T00:00:00+04:00;pop;148;69;;138383;51169;fi
Saviruukku;Jippu;229340;False;2012-02-14T00:00:00+04:00;pop;70;11;;138385;51174;fi
Itketkö sinäkin Jumala?;Juha Tapio;274340;False;2012-02-14T00:00:00+04:00;pop;168;153;;138386;51175;fi
Siunaa koko maailmaa;Pepe Johansson;183340;False;2012-02-14T00:00:00+04:00;pop;3;0;;138387;51176;fi
Marseillen poika;Cumulus;173500;False;1995-01-02T00:00:00+03:00;pop;298;6;;138388;51179;fi
Puhtaat purjeet;Rexi;170900;False;2001-01-07T00:00:00+03:00;pop;32;0;;138389;51182;fi
Rakkauden aamu;Juhani Markola;242600;False;1998-12-08T00:00:00+03:00;pop;69;0;;138390;51185;fi
Lintu ja lapsi - L'oiseau et l'enfant;Katri Helena;187400;False;2007-11-05T00:00:00+03:00;estrada;435;83;5;138393;43224;fi
Miksi näin?;Taiska;171300;False;1996-05-17T00:00:00+04:00;pop;68;5;;138394;43275;fi
Eviva Espanja;Tuula Siponius;228800;False;2011-12-12T00:00:00+04:00;pop;35;1;2;138395;51196;fi
Nadja;Pasi Kaunisto;180060;False;2001-01-22T00:00:00+03:00;pop;214;4;;138397;43225;fi
Tankeros Love;Kivikasvot;183700;False;1999-07-21T00:00:00+04:00;pop;18;0;1;138398;51201;en
Ihana aamu;Johnny;172260;False;1995-04-09T00:00:00+04:00;pop;1553;74;;138399;51202;fi
Vicky Lee;Mikko Alatalo;203600;False;1996-02-07T00:00:00+03:00;pop;604;4;;138400;43251;fi
Jos vielä oot vapaa;Markus;212800;False;1998-12-01T00:00:00+03:00;pop;383;7;1;138402;51207;fi
Luvannut en ruusutarhaa - Rose Garden;Eija Merilä;176400;False;1998-12-08T00:00:00+03:00;pop;47;4;;138403;46477;fi
Dirlanda;Kai Hyttinen;202090;False;1997-05-12T00:00:00+04:00;pop;319;4;1;138404;43199;id
Mä mistä löytäisin sen laulun;Merja Rantamäki;180010;False;1996-05-17T00:00:00+04:00;pop;66;2;;138405;43209;fi
Pump pump;Fredi;180790;False;1997-05-05T00:00:00+04:00;pop;211;3;1;138406;43222;fi
Haltin häät;Taiska;174820;False;1996-05-17T00:00:00+04:00;pop;68;5;;138407;43275;fi
Penkki, puu ja puistotie;Carola;168300;False;2011-03-21T00:00:00+03:00;pop;421;625;7;138408;22699;fi
Kissankultaa;Matti ja Teppo;141530;False;2008-03-03T00:00:00+03:00;pop;413;6;1;138409;51216;fi
Huopikkaat;Taljanka;138530;False;1999-07-27T00:00:00+04:00;pop;122;4;11;138410;51219;fi
Kesytetty;Seija Simola;217000;False;2002-05-20T00:00:00+04:00;pop;143;2;;138411;43191;fi
Anna kaikkien kukkien kukkia;Markku Aro;184000;False;2008-03-03T00:00:00+03:00;pop;295;2;;138412;43213;fi
Jätkän humppa;Mutkattomat;167220;False;1997-08-11T00:00:00+04:00;pop;175;2;1;138413;51221;fi
Vain kotka lentää aurinkoon - El Condor Pasa;Markus;187800;False;1998-12-01T00:00:00+03:00;pop;383;7;1;138415;51207;fi
Käyn ahon laitaa;Juha Vainio;205760;False;1995-01-02T00:00:00+03:00;pop;247;4;;138416;43200;fi
Kaipuu;Kari Tapio;264930;False;2011-10-18T00:00:00+04:00;pop;407;26;5;138417;43264;fi
Kankaan kaunis Katriina;Pekka Himanka;200040;False;1997-01-27T00:00:00+03:00;pop;133;3;;138418;51229;fi
Muistathan;Päivi Paunu;180360;False;1996-07-31T00:00:00+04:00;pop;72;2;3;138419;43242;fi
Vain elämää;Irwin Goodman;184600;False;2010-10-16T00:00:00+04:00;pop;323;10;2;138420;43186;fi
Ramaya;Frederik;193740;False;2008-03-03T00:00:00+03:00;pop;473;19;1;138425;43180;fi
Hän on lady - She's A Lady;Danny;155760;False;2008-02-18T00:00:00+03:00;foreignbard;882;28;3;138426;54761;fi
Silta yli synkän virran - Bridge over Troubled Water;Anna & Kirka;283000;False;2007-10-22T00:00:00+04:00;pop;318;6;1;138427;43284;fi
Me halutaan olla neekereitä;Kake Singers;202860;False;1998-03-30T00:00:00+04:00;pop;27;0;;138431;43246;fi
Ake, Make, Pera ja mä;Hector;181800;False;1996-02-02T00:00:00+03:00;pop;197;14;2;138432;2678440;fi
Las palmas;Irwin Goodman;176260;False;2010-10-16T00:00:00+04:00;pop;323;10;2;138434;43186;fi
Kun Chicago kuoli - The Night Chicago Died;Virve Rosti;206620;False;1992-06-19T00:00:00+04:00;pop;160;4;1;138436;43296;fi
Jestas sentään;Markku Aro;180220;False;2008-03-03T00:00:00+03:00;pop;295;2;;138437;43213;fi
R-a-k-a-s;Tapani Kansa;164550;False;2008-03-03T00:00:00+03:00;pop;258;11;2;138438;43282;fi
Waterloo;Ami Aspelund;174580;False;2000-02-15T00:00:00+03:00;pop;161;3;1;138439;43326;fi
Maantieltä taloon - Son Of My Father;Danny;195730;False;2008-02-18T00:00:00+03:00;foreignbard;882;28;3;138441;54761;fi
Tsingis Khan - Dschingis Khan;Frederik;183260;False;2008-03-03T00:00:00+03:00;pop;473;19;1;138442;43180;fi
Wig-Wam-Bam;Karma;181970;False;1996-05-31T00:00:00+04:00;pop;38;0;;138444;6004385;fi
Sade - Rain;Markku Suominen;132020;False;1997-04-21T00:00:00+04:00;pop;80;0;;138445;51258;fi
Disciple;Slayer;215670;True;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138448;45653;en
Darkness of Christ;Slayer;91190;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;5024;138449;45653;en
Payback;Slayer;185030;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;5024;138450;45653;en
Seven Faces;Slayer;221820;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;5024;138451;45653;en
Bloodline;Slayer;216930;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;5024;138452;45653;en
Threshold;Slayer;149250;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;5024;138453;45653;en
