Название;Артист;Продолжительность(мс);Наличие мата;Дата релиза;Жанр;Количество треков у артиста;Количество лайков артиста;Количество лайков альбома;ID трека;ID артиста;Язык
Soul Owl;Post War Years;286040;False;2009-01-01T00:00:00+03:00;alternative;27;43;1;113232;1851;en
Break Your Heart;Taio Cruz;203490;False;2010-09-20T00:00:00+04:00;pop;90;16987;190;113233;6169;en
Frank Mills;Sonja Kristina;126190;False;2001-03-06T00:00:00+03:00;classical;34;20;55;113242;41635;en
Hair;Paul Nicholas;186880;False;2001-03-06T00:00:00+03:00;classical;63;6;55;113248;17573;en
Donna;Oliver Tobias;124100;False;2001-03-06T00:00:00+03:00;classical;2;0;55;113258;41648;en
Porpora: Semiramide - In braccio a mille furie;Cecilia Bartoli;172850;False;2009-10-02T00:00:00+04:00;classicalmasterpieces;652;2485;220;113272;232250;it
The Five Pennies;Danny Kaye;135520;False;2007-10-16T00:00:00+04:00;soundtrack;1044;163;4;113286;25279;en
Bill Bailey, Won't You Please Come Home;Louis Armstrong;118300;False;2007-10-16T00:00:00+04:00;soundtrack;8913;2105680;4;113291;688;en
The Five Pennies Saints;Danny Kaye;191860;False;2007-10-16T00:00:00+04:00;soundtrack;1044;163;4;113298;25279;en
Cha Cha Slide;DJ Casper;220610;False;2020-09-18T00:00:00+03:00;pop;37;10;101;113304;38994;en
Lonely;Akon;235490;False;2021-02-19T00:00:00+03:00;rap;462;1022032;117;113305;3529;en
The Grease Megamix;John Travolta;288620;False;2021-11-19T00:00:00+03:00;pop;63;321;1272;113306;4512;en
Up;The Saturdays;244720;False;2008-01-01T00:00:00+03:00;pop;154;489;14;113307;41685;en
The Other Side Of The Door;Taylor Swift;237660;False;2009-11-16T00:00:00+03:00;country;269;370762;1641;113308;4065;en
Forever & Always;Taylor Swift;267540;False;2009-11-16T00:00:00+03:00;country;269;370762;1641;113309;4065;en
Come In With The Rain;Taylor Swift;238150;False;2009-11-16T00:00:00+03:00;country;269;370762;1641;113310;4065;en
Untouchable;Taylor Swift;311090;False;2009-11-16T00:00:00+03:00;country;269;370762;1641;113311;4065;en
SuperStar;Taylor Swift;261510;False;2009-11-16T00:00:00+03:00;country;269;370762;1641;113312;4065;en
Jump Then Fall;Taylor Swift;238050;False;2017-11-09T00:00:00+03:00;pop;269;370762;2127;113313;4065;en
March Of The Witch Hunters;Christopher Fitzgerald;91090;False;2013-10-31T00:00:00+04:00;musical;45;4;769;113314;29266;en
"Finale  ""Wicked""";Kristin Chenoweth;101660;False;2013-10-31T00:00:00+04:00;musical;146;163;769;113315;39920;en
Thank Goodness;Kristin Chenoweth;383060;False;2013-10-31T00:00:00+04:00;musical;146;163;769;113316;39920;en
A Sentimental Man;Joel Grey;76040;False;2013-10-31T00:00:00+04:00;musical;59;27;769;113317;41692;en
The Wizard And I;Carole Shelley;309520;False;2021-09-29T00:00:00+03:00;;13;0;36;113318;41691;en
Dear Old Shiz;Kristin Chenoweth;86210;False;2013-10-31T00:00:00+04:00;musical;146;163;769;113319;39920;en
One Short Day;Kristin Chenoweth;183850;False;2021-08-06T00:00:00+03:00;children;146;163;19;113320;39920;en
I'm Not That Girl;Idina Menzel;178760;False;2021-07-09T00:00:00+03:00;children;192;1925;46;113321;41694;en
No Good Deed;Idina Menzel;211560;False;2021-08-06T00:00:00+03:00;children;192;1925;19;113322;41694;en
No One Mourns The Wicked;Kristin Chenoweth;400530;False;2013-10-31T00:00:00+04:00;musical;146;163;769;113323;39920;en
What Is This Feeling?;Kristin Chenoweth;212220;False;2013-10-31T00:00:00+04:00;musical;146;163;769;113324;39920;en
Popular;Kristin Chenoweth;224380;False;2021-08-06T00:00:00+03:00;children;146;163;19;113325;39920;en
For Good;Kristin Chenoweth;306890;False;2021-08-06T00:00:00+03:00;children;146;163;19;113326;39920;en
I'm Not That Girl (Reprise);Kristin Chenoweth;50150;False;2013-10-31T00:00:00+04:00;musical;146;163;769;113327;39920;en
Defying Gravity;Kristin Chenoweth;353920;False;2021-05-19T00:00:00+03:00;musical;146;163;159;113328;39920;en
As Long As You're Mine;Idina Menzel;225980;False;2021-08-06T00:00:00+03:00;children;192;1925;19;113329;41694;en
Something Bad;William Youmans;99160;False;2013-10-31T00:00:00+04:00;musical;13;1;769;113330;41696;en
Wonderful;Joel Grey;297140;False;2013-10-31T00:00:00+04:00;musical;59;27;769;113331;41692;en
Dancing Through Life;Norbert Leo Butz;457330;False;2013-10-31T00:00:00+04:00;musical;41;2;769;113332;41690;en
The Morning Of The Dragon;Original London Cast Of Miss Saigon;132780;False;1993-12-07T00:00:00+03:00;classical;2;0;10;113333;4290125;en
I'd Give My Life For You;Lea Salonga;323420;False;1993-12-07T00:00:00+03:00;classical;162;154;10;113334;41701;en
Why God Why?;Simon Bowman;293820;False;1993-12-07T00:00:00+03:00;classical;25;0;10;113335;41697;en
The Heat Is On In Saigon;Jonathan Pryce;260490;False;1993-12-07T00:00:00+03:00;classical;32;1;10;113336;41700;en
I Still Believe;Claire Moore;271380;False;1993-12-07T00:00:00+03:00;classical;81;2;10;113337;41699;en
The American Dream;Jonathan Pryce;365810;False;1993-12-07T00:00:00+03:00;classical;32;1;10;113338;41700;en
If You Want To Die In Bed;Jonathan Pryce;221590;False;1993-12-07T00:00:00+03:00;classical;32;1;10;113339;41700;en
The Last Night Of The World;Lea Salonga;265370;False;2021-05-19T00:00:00+03:00;musical;162;154;159;113340;41701;en
Her Or Me;Claire Moore;203620;False;1993-12-07T00:00:00+03:00;classical;81;2;10;113341;41699;en
This Is The Hour;Jonathan Pryce;224180;False;1993-12-07T00:00:00+03:00;classical;32;1;10;113342;41700;en
Sun And Moon;Lea Salonga;177650;False;1993-12-07T00:00:00+03:00;classical;162;154;10;113343;41701;en
The Fall Of Saigon;Peter Polycarpou;295340;False;1993-12-07T00:00:00+03:00;classical;30;0;10;113344;41702;en
Bui-Doi;Peter Polycarpou;246560;False;1993-12-07T00:00:00+03:00;classical;30;0;10;113346;41702;en
Affable, Balding Me;Mary Hatcher;185050;False;2004-09-28T00:00:00+04:00;soundtrack;8;0;3;113379;1133777;en
Just A Lil Bit;50 Cent;237740;True;2017-03-31T00:00:00+03:00;foreignrap;328;2153058;491;113386;1056;en
Fergalicious;Fergie;292650;True;2006-09-13T00:00:00+04:00;rnb;77;474346;36;113387;3465;en
Caramel;City High;208840;False;2009-10-19T00:00:00+04:00;rnb;5;2;46;113388;13523;en
Song Cry;Jay-Z;301820;True;2009-10-19T00:00:00+04:00;rnb;475;455396;46;113389;3440;en
Incomplete;Sisqo;274240;True;2007-06-21T00:00:00+04:00;rnb;60;328;15;113390;2912;en
Rain;MIKA;275140;False;2009-11-24T00:00:00+03:00;pop;133;19476;49;113391;17373;en
Rain;MIKA;519750;False;2009-11-16T00:00:00+03:00;pop;133;19476;21;113392;17373;en
Rain;MIKA;185020;False;2009-11-24T00:00:00+03:00;pop;133;19476;49;113393;17373;en
Rage Hard;Frankie Goes To Hollywood;419890;False;2001-08-18T00:00:00+04:00;rock;58;1537;35;113394;40789;en
Welcome To The Pleasuredome;Frankie Goes To Hollywood;733860;False;2001-08-18T00:00:00+04:00;rock;58;1537;35;113395;40789;en
Watching The Wildlife;Frankie Goes To Hollywood;548220;False;2001-08-18T00:00:00+04:00;rock;58;1537;35;113397;40789;en
War;Frankie Goes To Hollywood;513770;False;2001-08-18T00:00:00+04:00;rock;58;1537;35;113400;40789;en
Relax;Frankie Goes To Hollywood;983970;False;2001-08-18T00:00:00+04:00;rock;58;1537;35;113403;40789;en
Fake Your Way To The Top;Cleavant Derricks;147820;False;2006-11-21T00:00:00+03:00;soundtrack;8;2;14;113404;41727;en
Steppin' To The Bad Side;Ben Harney;224200;False;2006-11-21T00:00:00+03:00;soundtrack;13;0;14;113405;41725;en
And I Am Telling You I'm Not Going;Jennifer Holliday;246290;False;2007-07-26T00:00:00+04:00;pop;82;47;7;113406;19739;en
I Am Changing;Jennifer Holliday;242900;False;2007-07-26T00:00:00+04:00;pop;82;47;7;113407;19739;en
The Rap;Cleavant Derricks;115400;False;2006-11-21T00:00:00+03:00;soundtrack;8;2;14;113408;41727;en
Ain't No Party;Loretta Devine;126870;False;2006-11-21T00:00:00+03:00;soundtrack;17;4;14;113409;41729;en
When I First Saw You;Ben Harney;161690;False;2006-11-21T00:00:00+03:00;soundtrack;13;0;14;113410;41725;en
I Meant You No Harm;Cleavant Derricks;62040;False;2006-11-21T00:00:00+03:00;soundtrack;8;2;14;113411;41727;en
Dreamgirls;Sheryl Lee Ralph;194400;False;2006-11-21T00:00:00+03:00;soundtrack;34;14;14;113412;41723;en
One Night Only;Jennifer Holliday;220760;False;2006-11-21T00:00:00+03:00;soundtrack;82;47;14;113413;19739;en
Move (You're Steppin' On My Heart);Jennifer Holliday;116000;False;2006-11-21T00:00:00+03:00;soundtrack;82;47;14;113415;19739;en
Family;Jennifer Holliday;198320;False;2006-11-21T00:00:00+03:00;soundtrack;82;47;14;113416;19739;en
Hard To Say Goodbye, My Love;Sheryl Lee Ralph;214960;False;2006-11-21T00:00:00+03:00;soundtrack;34;14;14;113417;41723;en
I Miss You Old Friend;Obba Babatunde;93070;False;2006-11-21T00:00:00+03:00;soundtrack;5;0;14;113418;41724;en
Firing Of Jimmy;Cleavant Derricks;156810;False;2006-11-21T00:00:00+03:00;soundtrack;8;2;14;113419;41727;en
Press Conference;The Company;100750;False;2006-11-21T00:00:00+03:00;soundtrack;295;20;14;113420;167977;en
Strength Of A Woman;Carpenters;237940;False;1999-02-25T00:00:00+03:00;pop;248;2520;56;113421;40880;en
Because We Are In Love (The Wedding Song);Carpenters;301060;False;2002-10-15T00:00:00+04:00;pop;248;2520;190;113422;40880;en
Somebody's Been Lyin';Carpenters;264410;False;1999-02-25T00:00:00+03:00;pop;248;2520;56;113423;40880;en
(Want You) Back In My Life Again;Carpenters;220550;False;1999-02-25T00:00:00+03:00;pop;248;2520;56;113424;40880;en
Beechwood 4-5789;Carpenters;186330;False;1999-02-25T00:00:00+03:00;pop;248;2520;56;113425;40880;en
When The Sun Goes Down In The South;René Auberjonois;151040;False;2007-02-27T00:00:00+03:00;classical;6;0;1;113426;41011;en
You Oughta Be Here With Me;Patti Cohenour;142520;False;2002-01-29T00:00:00+03:00;classical;8;0;9;113427;41733;en
The Crossing;Carol Dennis;123210;False;2007-02-27T00:00:00+03:00;classical;3;0;1;113428;41737;en
I, Huckleberry, Me;Daniel Jenkins;118540;False;2007-02-27T00:00:00+03:00;classical;27;0;1;113430;39872;en
River In The Rain;Daniel Jenkins;215190;False;2007-02-27T00:00:00+03:00;classical;27;0;1;113431;39872;en
Do Ya Wanna Go To Heaven;Daniel Jenkins;177240;False;2007-02-27T00:00:00+03:00;classical;27;0;1;113432;39872;en
Arkansas/How Blest We Are;Jennifer Leigh Warren;244920;False;2007-02-27T00:00:00+03:00;classical;11;0;1;113433;39867;en
Muddy Water (Reprise);Daniel Jenkins;72510;False;2007-02-27T00:00:00+03:00;classical;27;0;1;113434;39872;en
Leavin's Not The Only Way To Go;Patti Cohenour;154170;False;2007-02-27T00:00:00+03:00;classical;8;0;1;113435;41733;en
The Boys;John Short;117990;False;2007-02-27T00:00:00+03:00;classical;2;0;1;113436;41734;en
Free At Last;Carol Dennis;167880;False;2007-02-27T00:00:00+03:00;classical;3;0;1;113439;41737;en
Waitin' For The Light To Shine;Daniel Jenkins;92340;False;2007-02-27T00:00:00+03:00;classical;27;0;1;113440;39872;en
The Royal Nonesuch;René Auberjonois;131030;False;2007-02-27T00:00:00+03:00;classical;6;0;1;113441;41011;en
Waitin' For The Light To Shine (Reprise);Carol Dennis;122040;False;2007-02-27T00:00:00+03:00;classical;3;0;1;113442;41737;en
Worlds Apart;Daniel Jenkins;178100;False;2007-02-27T00:00:00+03:00;classical;27;0;1;113443;39872;en
Guv'ment;John Goodman;124390;False;2007-02-27T00:00:00+03:00;classical;33;7;1;113444;41735;en
Odds & Evens;The High Wire;190580;False;2013-07-12T00:00:00+04:00;rock;41;2;2;113445;41740;en
Ordinary Fool;Carpenters;222000;False;2002-10-15T00:00:00+04:00;pop;248;2520;190;113446;40880;en
Two Lives;Carpenters;274600;False;1983-10-18T00:00:00+03:00;pop;248;2520;27;113447;40880;en
You're Enough;Carpenters;228330;False;1983-10-18T00:00:00+03:00;pop;248;2520;27;113448;40880;en
Prime Time Love;Carpenters;191330;False;1983-10-18T00:00:00+03:00;pop;248;2520;27;113449;40880;en
At The End Of A Song;Carpenters;219860;False;1983-10-18T00:00:00+03:00;pop;248;2520;27;113450;40880;en
Look To Your Dreams;Carpenters;315040;False;1983-10-18T00:00:00+03:00;pop;248;2520;27;113451;40880;en
Sailing On The Tide;Carpenters;263040;False;1983-10-18T00:00:00+03:00;pop;248;2520;27;113452;40880;en
Stay;Ronan Keating;197720;False;2009-11-16T00:00:00+03:00;pop;161;2563;6;113475;4201;en
Control;Janet Jackson;353300;False;2007-04-24T00:00:00+04:00;pop;241;8602;125;113476;4407;en
Come Back To Me;Janet Jackson;336800;False;1995-10-10T00:00:00+03:00;pop;241;8602;81;113477;4407;en
All For You;Janet Jackson;329930;False;2010-08-31T00:00:00+04:00;pop;241;8602;123;113478;4407;en
When I Think Of You;Janet Jackson;235490;False;2010-08-31T00:00:00+04:00;pop;241;8602;123;113479;4407;en
Love Will Never Do (Without You);Janet Jackson;273560;False;1995-10-10T00:00:00+03:00;pop;241;8602;81;113480;4407;en
When I Think Of You;Janet Jackson;235490;False;2010-08-31T00:00:00+04:00;pop;241;8602;123;113481;4407;en
Because Of Love;Janet Jackson;260880;False;2000-07-06T00:00:00+04:00;pop;241;8602;342;113482;4407;en
Together Again;Janet Jackson;248660;True;2010-08-31T00:00:00+04:00;pop;241;8602;123;113483;4407;en
The Pleasure Principle;Janet Jackson;253440;True;1995-10-10T00:00:00+03:00;pop;241;8602;81;113484;4407;en
Go Deep;Janet Jackson;282020;False;2019-12-27T00:00:00+03:00;foreignbard;241;8602;16;113485;4407;en
Miss You Much;Janet Jackson;252920;False;2010-08-31T00:00:00+04:00;pop;241;8602;123;113486;4407;en
Runaway;Janet Jackson;214930;False;1995-10-10T00:00:00+03:00;pop;241;8602;81;113487;4407;en
Someone To Call My Lover;Janet Jackson;256160;False;2001-09-01T00:00:00+04:00;pop;241;8602;5;113488;4407;en
That's The Way Love Goes;Janet Jackson;265090;True;2010-08-31T00:00:00+04:00;pop;241;8602;123;113489;4407;en
Escapade;Janet Jackson;285760;False;2010-08-31T00:00:00+04:00;pop;241;8602;123;113491;4407;en
Call On Me;Janet Jackson;210280;False;2020-07-17T00:00:00+03:00;rap;241;8602;36;113493;4407;en
Doesn't Really Matter;Janet Jackson;296720;False;2010-08-31T00:00:00+04:00;pop;241;8602;123;113494;4407;en
Diamonds;Herb Alpert;294380;False;2020-10-02T00:00:00+03:00;bebopgenre;677;3643;67;113495;6574;en
Whoops Now;Janet Jackson;220730;False;2007-02-26T00:00:00+03:00;pop;241;8602;7;113496;4407;en
Alright;Janet Jackson;299400;False;2010-08-31T00:00:00+04:00;pop;241;8602;123;113497;4407;en
Nasty;Janet Jackson;244160;True;2010-08-31T00:00:00+04:00;pop;241;8602;123;113499;4407;en
I Get Lonely;Janet Jackson;317540;False;2021-06-16T00:00:00+03:00;rnb;241;8602;858;113500;4407;en
Let's Wait Awhile;Janet Jackson;268760;False;2019-05-17T00:00:00+03:00;rnb;241;8602;30;113502;4407;en
Black Cat;Janet Jackson;273820;False;1990-09-21T00:00:00+04:00;pop;241;8602;16;113503;4407;en
Rhythm Nation;Janet Jackson;282130;False;1990-03-21T00:00:00+03:00;pop;241;8602;16;113504;4407;en
Again;Janet Jackson;227100;False;2000-07-06T00:00:00+04:00;pop;241;8602;342;113505;4407;en
Any Time, Any Place;Janet Jackson;311730;False;2003-03-03T00:00:00+03:00;pop;241;8602;23;113506;4407;en
Got 'Til It's Gone;Janet Jackson;220330;False;1997-09-22T00:00:00+04:00;pop;241;8602;60;113507;4407;en
If;Janet Jackson;271620;False;2000-07-06T00:00:00+04:00;pop;241;8602;342;113508;4407;en
What Have You Done For Me Lately;Janet Jackson;283530;False;2010-08-31T00:00:00+04:00;pop;241;8602;123;113509;4407;en
När solen färgar juninatten;Sven Ingvars;147610;False;2009-11-13T00:00:00+03:00;estrada;114;9;1;113537;39007;sv
Willkommen;Schiller;69860;False;2005-01-01T00:00:00+03:00;electronics;264;14401;665;113567;15791;en
Delicately Yours;Schiller;297320;False;2003-01-01T00:00:00+03:00;pop;264;14401;1458;113568;15791;en
Schiller;Schiller;427060;False;2001-01-01T00:00:00+03:00;pop;264;14401;1414;113570;15791;en
Dream Of You;Schiller;240900;False;2001-01-01T00:00:00+03:00;pop;264;14401;1414;113576;15791;en
Distance;Schiller;416380;False;2001-01-01T00:00:00+03:00;pop;264;14401;1414;113577;15791;en
Easy On Our Own;Riding The Low;190690;False;2013-05-01T00:00:00+04:00;rock;42;26;2;113579;41796;en
Skinny Jean;Powderfinger;237400;False;2008-01-19T00:00:00+03:00;rock;120;94;7;113583;17031;en
Take Me In;Powderfinger;171960;False;2008-01-19T00:00:00+03:00;rock;120;94;7;113584;17031;en
Oipic;Powderfinger;249180;False;2008-01-19T00:00:00+03:00;rock;120;94;7;113585;17031;en
Jc;Powderfinger;170420;False;2008-01-19T00:00:00+03:00;rock;120;94;7;113586;17031;en
Give;Powderfinger;148420;False;2008-01-19T00:00:00+03:00;rock;120;94;7;113587;17031;en
Turtles Head;Powderfinger;203380;False;2008-01-19T00:00:00+03:00;rock;120;94;7;113588;17031;en
(The Return Of) The Electric Horseman/Vladimir/SS/Come Away/Track 16;Powderfinger;1137600;False;2008-01-19T00:00:00+03:00;rock;120;94;7;113589;17031;en
Boing Boing;Powderfinger;217120;False;2008-01-19T00:00:00+03:00;rock;120;94;7;113590;17031;en
Glimpse;Powderfinger;103310;False;2008-01-19T00:00:00+03:00;rock;120;94;7;113591;17031;en
How Far Have We Really Come;Powderfinger;240580;False;2009-11-02T00:00:00+03:00;pop;120;94;11;113592;17031;en
Pockets;Powderfinger;346040;False;2009-11-02T00:00:00+03:00;pop;120;94;11;113593;17031;en
Sunsets;Powderfinger;229330;False;2009-11-02T00:00:00+03:00;pop;120;94;11;113594;17031;en
Rockin' Rocks;Powderfinger;184420;False;2009-11-02T00:00:00+03:00;pop;120;94;11;113595;17031;en
Roll Right By You;Powderfinger;255710;False;2009-11-02T00:00:00+03:00;pop;120;94;11;113596;17031;en
Don't Panic;Powderfinger;189880;False;2009-11-02T00:00:00+03:00;pop;120;94;11;113597;17031;en
(Baby I've Got You) On My Mind;Powderfinger;201060;False;2009-11-02T00:00:00+03:00;pop;120;94;11;113598;17031;en
Since You've Been Gone;Powderfinger;252700;False;2009-11-02T00:00:00+03:00;pop;120;94;11;113599;17031;en
A Song Called Everything;Powderfinger;264040;False;2009-11-02T00:00:00+03:00;pop;120;94;11;113600;17031;en
Stumblin';Powderfinger;226080;False;2009-11-02T00:00:00+03:00;pop;120;94;11;113601;17031;en
Love Your Way;Powderfinger;271220;False;2009-11-02T00:00:00+03:00;pop;120;94;11;113602;17031;en
The Queen and I;Gym Class Heroes;197660;False;2006-07-25T00:00:00+04:00;rap;69;27471;132;113605;29507;en
Wake The Sun;The Matches;217420;False;2009-11-30T00:00:00+03:00;soundtrack;62;35;2;113607;30161;en
Brand New Day;Joshua Radin;212400;False;2009-11-30T00:00:00+03:00;soundtrack;69;938;2;113608;41809;en
One Day;Jack Savoretti;210780;False;2009-11-30T00:00:00+03:00;soundtrack;143;374859;2;113609;41798;en
Always Where I Need to Be;The Kooks;161250;False;2017-04-07T00:00:00+03:00;indie;155;52306;1867;113611;2549;en
I Say I Go;Kevin Drew;246210;False;2009-11-30T00:00:00+03:00;soundtrack;39;16137;2;113612;801206;en
Take What You Take;Lily Allen;248170;False;2009-05-22T00:00:00+04:00;pop;104;9356;196;113613;27913;en
Don't Give Me A Hard Time;The Locarnos;208290;False;2008-03-31T00:00:00+04:00;indie;5;3;;113614;41800;en
Turn Back Around;Lucy Schwartz;198770;False;2009-08-11T00:00:00+04:00;soundtrack;52;115;2;113615;32541;en
Si Señor;Control Machete;255890;False;2021-11-18T00:00:00+03:00;pop;43;861;99;113616;21288;es
Hot Air Balloon;Owl City;213250;False;2010-01-26T00:00:00+03:00;pop;115;9051;598;113617;41814;en
An Olive Grove Facing The Sea;Snow Patrol;318130;False;2006-04-24T00:00:00+04:00;alternative;118;36869;98;113619;8403;en
PPP;Snow Patrol;203410;False;2004-06-21T00:00:00+04:00;rock;118;36869;62;113620;8403;en
You Are My Joy;The Reindeer Section;224550;True;2004-06-22T00:00:00+04:00;soundtrack;2;10;127;113621;41827;en
Chasing Cars;Snow Patrol;267960;False;2006-05-01T00:00:00+04:00;rock;118;36869;858;113622;8403;en
Cartwheels;The Reindeer Section;247270;False;2005-03-25T00:00:00+03:00;tvseries;2;10;87;113623;41827;en
Run;Snow Patrol;354580;False;2004-04-19T00:00:00+04:00;rock;118;36869;570;113624;8403;en
The Planets Bend Between Us;Snow Patrol;256390;False;2008-10-26T00:00:00+04:00;rock;118;36869;398;113625;8403;en
Stretch;50 Cent;247950;True;2009-11-16T00:00:00+03:00;foreignrap;328;2153058;395;113628;1056;en
Crime Wave;50 Cent;224520;True;2009-11-16T00:00:00+03:00;foreignrap;328;2153058;395;113629;1056;en
Do You Think About Me;50 Cent;206890;True;2009-11-16T00:00:00+03:00;foreignrap;328;2153058;395;113630;1056;en
Hold Me Down;50 Cent;199130;True;2009-11-16T00:00:00+03:00;foreignrap;328;2153058;395;113631;1056;en
So Disrespectful;50 Cent;219500;True;2009-11-16T00:00:00+03:00;foreignrap;328;2153058;395;113632;1056;en
Strong Enough;50 Cent;182150;True;2009-11-16T00:00:00+03:00;foreignrap;328;2153058;395;113633;1056;en
The Invitation;50 Cent;174440;True;2009-11-16T00:00:00+03:00;foreignrap;328;2153058;395;113634;1056;en
I Got Swag;50 Cent;214700;True;2009-11-16T00:00:00+03:00;foreignrap;328;2153058;395;113635;1056;en
Get It Hot;50 Cent;179480;True;2009-11-16T00:00:00+03:00;foreignrap;328;2153058;395;113636;1056;en
Death To My Enemies;50 Cent;226530;True;2009-11-16T00:00:00+03:00;foreignrap;328;2153058;395;113637;1056;en
Could've Been You;50 Cent;260150;True;2009-11-16T00:00:00+03:00;foreignrap;328;2153058;395;113638;1056;en
OK, You're Right;50 Cent;184680;True;2009-11-16T00:00:00+03:00;foreignrap;328;2153058;395;113639;1056;en
Then Days Went By;50 Cent;224680;True;2009-11-16T00:00:00+03:00;foreignrap;328;2153058;395;113640;1056;en
Gangsta’s Delight;50 Cent;194870;True;2009-11-16T00:00:00+03:00;foreignrap;328;2153058;395;113642;1056;en
Tidal Wave;Owl City;190190;False;2010-01-26T00:00:00+03:00;pop;115;9051;598;113643;41814;en
Fireflies;Owl City;227520;False;2010-01-26T00:00:00+03:00;pop;115;9051;598;113644;41814;en
Hello Seattle;Owl City;177640;False;2010-01-26T00:00:00+03:00;pop;115;9051;598;113645;41814;en
Cave In;Owl City;242150;False;2010-01-26T00:00:00+03:00;pop;115;9051;598;113646;41814;en
Dental Care;Owl City;191470;False;2010-01-26T00:00:00+03:00;pop;115;9051;598;113647;41814;en
Meteor Shower;Owl City;133770;False;2010-01-26T00:00:00+03:00;pop;115;9051;598;113648;41814;en
The Saltwater Room;Owl City;242580;False;2010-01-26T00:00:00+03:00;pop;115;9051;598;113649;41814;en
Vanilla Twilight;Owl City;231700;False;2010-01-26T00:00:00+03:00;pop;115;9051;598;113650;41814;en
Umbrella Beach;Owl City;230840;False;2010-01-26T00:00:00+03:00;pop;115;9051;598;113651;41814;en
The Bird And The Worm;Owl City;207530;False;2010-01-26T00:00:00+03:00;pop;115;9051;598;113652;41814;en
The Tip Of The Iceberg;Owl City;202970;False;2010-01-26T00:00:00+03:00;pop;115;9051;598;113653;41814;en
On The Wing;Owl City;304640;False;2010-01-26T00:00:00+03:00;pop;115;9051;598;113654;41814;en
Допился;Сектор Газа EX;242990;True;2023-12-10T00:00:00+03:00;rock;17;276;89;113655;21279086;sl
The Trip;Kim Fowley;117990;False;2012-11-27T00:00:00+04:00;rock;208;154;27;113656;9040;en
Have Love Will Travel;The Sonics;160410;False;2020-04-07T00:00:00+03:00;rock;169;3474;36;113657;41870;en
Waiting For A Train;Flash & The Pan;224540;False;1995-01-01T00:00:00+03:00;rock;15;44;65;113658;221599;en
Bankrobber;The Clash;273720;False;2013-09-09T00:00:00+04:00;punk;169;42079;1301;113659;41854;en
Negra Leono;Miguelito Valdés;178750;False;2009-07-27T00:00:00+04:00;jazz;450;19;3;113660;30536;es
Rock & Roll Queen;The Subways;169940;False;2005-07-04T00:00:00+04:00;alternative;83;37709;274;113662;41871;en
Funnel Of Love;Wanda Jackson;128420;False;2020-10-23T00:00:00+03:00;country;813;45443;26;113663;15741;en
Mirror In The Bathroom;The Beat;188010;False;2017-07-28T00:00:00+03:00;reggae;73;10501;59;113664;41853;en
I'm A Man;Black Strobe;273540;False;2007-06-25T00:00:00+04:00;rock;61;11344;1170;113665;41868;en
The Gun;Lou Reed;221140;False;2005-10-14T00:00:00+04:00;rock;407;7337;459;113666;6394;en
Outlaw;War;304490;False;1995-01-01T00:00:00+03:00;rnb;198;9811;20;113670;29689;en
Such A Fool;22-20s;237110;False;2004-09-20T00:00:00+04:00;rock;32;1263;327;113671;41848;en
Haendel + Dark Wonders + Sarabande & Ombra Mai Fu;Era;233820;False;2010-02-15T00:00:00+03:00;newage;81;35331;1002;113677;10563;it
Malher + Adagieto + 5th Symphony;Era;323050;False;2010-02-15T00:00:00+03:00;newage;81;35331;1002;113678;10563;pt
Verdi + Arising Force + Nabucco;Era;224730;False;2010-02-15T00:00:00+03:00;newage;81;35331;1002;113680;10563;en
Verdi + The Chosen Path + La Forza Del Destino;Era;256670;False;2010-07-05T00:00:00+04:00;newage;81;35331;1348;113682;10563;ro
Caccini + Redemption + Ave Maria;Era;293560;False;2010-02-15T00:00:00+03:00;newage;81;35331;1002;113683;10563;it
Vivaldi + Sunset Drive + Spring / Four Seasons;Era;221020;False;2010-02-15T00:00:00+03:00;newage;81;35331;1002;113685;10563;ca
Live And Let Die;Paul McCartney;193580;False;2009-11-17T00:00:00+03:00;rock;850;88968;169;113686;1814;en
Here Today;Paul McCartney;151770;False;2009-11-17T00:00:00+03:00;rock;850;88968;169;113687;1814;en
Band On The Run;Paul McCartney;316310;False;2009-11-17T00:00:00+03:00;rock;850;88968;169;113688;1814;en
Get Back;Paul McCartney;240140;False;2009-11-17T00:00:00+03:00;rock;850;88968;169;113689;1814;en
Something;Paul McCartney;247020;False;2009-11-17T00:00:00+03:00;rock;850;88968;169;113690;1814;en
I’ve Got A Feeling;Paul McCartney;350900;False;2009-11-17T00:00:00+03:00;rock;850;88968;169;113691;1814;en
Back In The USSR;Paul McCartney;187760;False;2009-11-17T00:00:00+03:00;rock;850;88968;169;113693;1814;en
I Saw Her Standing There;Paul McCartney;188510;False;2009-11-17T00:00:00+03:00;rock;850;88968;169;113694;1814;en
Highway;Paul McCartney;234970;False;2009-11-17T00:00:00+03:00;rock;850;88968;169;113695;1814;en
Sing The Changes;Paul McCartney;256600;False;2009-11-17T00:00:00+03:00;rock;850;88968;169;113696;1814;en
Hey Jude;Paul McCartney;443450;False;2009-11-17T00:00:00+03:00;rock;850;88968;169;113697;1814;en
Got To Get You Into My Life;Paul McCartney;171310;False;2009-11-17T00:00:00+03:00;rock;850;88968;169;113698;1814;en
Blackbird;Paul McCartney;162950;False;2009-11-17T00:00:00+03:00;rock;850;88968;169;113699;1814;en
My Love;Paul McCartney;233200;False;2009-11-17T00:00:00+03:00;rock;850;88968;169;113700;1814;en
